Name
ICICI Lombard General Insurance Company Limited
Torrent Pharmaceuticals Limited
Canara Bank
Punjab National Bank
TVS Motor Company Limited
Zydus Lifesciences Limited
Tube Investments of India Limited
Trent Limited
IDBI Bank Limited
Info Edge (India) Limited
Shriram Finance Limited
Hero MotoCorp Limited
The Indian Hotels Company Limited
PI Industries Limited
Indian Railway Catering And Tourism Corporation Limited
CG Power and Industrial Solutions Limited
Union Bank of India
Samvardhana Motherson International Limited
Cummins India Limited
Schaeffler India Limited
Macrotech Developers Limited
Zomato Limited
Procter & Gamble Hygiene and Health Care Limited
Yes Bank Limited
Polycab India Limited
Max Healthcare Institute Limited
Indian Overseas Bank
Page Industries Limited
Colgate Palmolive (India) Limited
Ashok Leyland Limited
Alkem Laboratories Limited
NHPC Limited
One 97 Communications Limited
Power Finance Corporation Limited
JSW Energy Limited
Muthoot Finance Limited
AU Small Finance Bank Limited
Indus Towers Limited
Balkrishna Industries Limited
United Breweries Limited
Aditya Birla Capital Limited
Tata Elxsi Limited
Dalmia Bharat Limited
HDFC Asset Management Company Limited
Indian Bank
Astral Limited
Bharat Forge Limited
L&T Technology Services Limited
MRF Limited
Tata Communications Limited
FSN E-Commerce Ventures Limited
Container Corporation of India Limited
Persistent Systems Limited
Patanjali Foods Limited
Indian Railway Finance Corporation Limited
Linde India Limited
IDFC First Bank Limited
Petronet LNG Limited
Solar Industries India Limited
Steel Authority of India Limited
MphasiS Limited
Hindustan Petroleum Corporation Limited
APL Apollo Tubes Limited
Gujarat Fluorochemicals Limited
NMDC Limited
Honeywell Automation India Limited
Supreme Industries Limited
Gujarat Gas Limited
Bandhan Bank Limited
ACC Limited
Oberoi Realty Limited
Bank of India
REC Limited
Aurobindo Pharma Limited
Star Health and Allied Insurance Company Limited
Indraprastha Gas Limited
Lupin Limited
UCO Bank
Jubilant Foodworks Limited
PB Fintech Limited
Godrej Properties Limited
Mahindra & Mahindra Financial Services Limited
Vodafone Idea Limited
Oracle Financial Services Software Limited
The Federal Bank  Limited
Vedant Fashions Limited
UNO Minda Limited
AIA Engineering Limited
Thermax Limited
Oil India Limited
Voltas Limited
3M India Limited
Coromandel International Limited
Sundaram Finance Limited
KPIT Technologies Limited
Deepak Nitrite Limited
Escorts Kubota Limited
Biocon Limited
Tata Chemicals Limited
Torrent Power Limited
GMR Airports Infrastructure Limited
Bharat Heavy Electricals Limited
Sona BLW Precision Forgings Limited
Delhivery Limited
Syngene International Limited
CRISIL Limited
General Insurance Corporation of India
Coforge Limited
The Phoenix Mills Limited
JK Cement Limited
Poonawalla Fincorp Limited
GlaxoSmithKline Pharmaceuticals Limited
Max Financial Services Limited
Metro Brands Limited
Motherson Sumi Wiring India Limited
Sumitomo Chemical India Limited
Relaxo Footwears Limited
Navin Fluorine International Limited
SKF India Limited
Central Bank of India
Gland Pharma Limited
Kansai Nerolac Paints Limited
Grindwell Norton Limited
Timken India Limited
IPCA Laboratories Limited
Sundram Fasteners Limited
Atul Limited
Zee Entertainment Enterprises Limited
L&T Finance Holdings Limited
Aditya Birla Fashion and Retail Limited
Apollo Tyres Limited
K.P.R. Mill Limited
ZF Commercial Vehicle Control Systems India Limited
Fortis Healthcare Limited
Aarti Industries Limited
Hatsun Agro Product Limited
Carborundum Universal Limited
Crompton Greaves Consumer Electricals Limited
Vinati Organics Limited
IIFL Finance Limited
Bata India Limited
Bharat Dynamics Limited
LIC Housing Finance Limited
Rajesh Exports Limited
The Ramco Cements Limited
Endurance Technologies Limited
Devyani International Limited
Punjab & Sind Bank
Dixon Technologies (India) Limited
Kajaria Ceramics Limited
Whirlpool of India Limited
Bank of Maharashtra
Sun TV Network Limited
Piramal Enterprises Limited
Prestige Estates Projects Limited
The New India Assurance Company Limited
Radico Khaitan Limited
Pfizer Limited
Narayana Hrudayalaya Ltd.
Emami Limited
Laurus Labs Limited
Five-Star Business Finance Limited
Ajanta Pharma Limited
Indiamart Intermesh Limited
360 ONE WAM LIMITED
KEI Industries Limited
JB Chemicals & Pharmaceuticals Limited
Dr. Lal Path Labs Ltd.
Jindal Stainless Limited
IRB Infrastructure Developers Limited
Exide Industries Limited
PVR Limited
Gujarat State Petronet Limited
Blue Dart Express Limited
National Aluminium Company Limited
Rail Vikas Nigam Limited
CREDITACCESS GRAMEEN LIMITED
Trident Limited
Hitachi Energy India Limited
Global Health Limited
Gillette India Limited
Ratnamani Metals & Tubes Limited
Elgi Equipments Limited
ICICI Securities Limited
Capri Global Capital Limited
Godrej Industries Limited
Clean Science and Technology Limited
Mazagon Dock Shipbuilders Limited
Mahindra CIE Automotive Limited
Aegis Logistics Limited
Fertilizers and Chemicals Travancore Limited
Blue Star Limited
Sanofi India Limited
Fine Organic Industries Limited
Affle (India) Limited
Glenmark Pharmaceuticals Limited
Nippon Life India Asset Management Limited
SJVN Limited
Redington Limited
Aavas Financiers Limited
IDFC Limited
Finolex Cables Limited
Nuvoco Vistas Corporation Limited
Bajaj Electricals Limited
Aptus Value Housing Finance India Limited
Suven Pharmaceuticals Limited
Aster DM Healthcare Limited
RHI MAGNESITA INDIA LIMITED
KEC International Limited
Sonata Software Limited
Aether Industries Limited
DCM Shriram Limited
Indian Energy Exchange Limited
Happiest Minds Technologies Limited
Krishna Institute of Medical Sciences Limited
Alkyl Amines Chemicals Limited
Cyient Limited
Chambal Fertilizers & Chemicals Limited
Asahi India Glass Limited
Castrol India Limited
Brigade Enterprises Limited
Kalyan Jewellers India Limited
Tata Teleservices (Maharashtra) Limited
V-Guard Industries Limited
NLC India Limited
Lakshmi Machine Works Limited
Triveni Turbine Limited
Finolex Industries Limited
Akzo Nobel India Limited
Manappuram Finance Limited
EIH Limited
Century Plyboards (India) Limited
Natco Pharma Limited
KIOCL Limited
Cholamandalam Financial Holdings Limited
Campus Activewear Limited
Computer Age Management Services Limited
Amara Raja Batteries Limited
Zydus Wellness Limited
BASF India Limited
Tejas Networks Limited
Alembic Pharmaceuticals Limited
Mahanagar Gas Limited
G R Infraprojects Limited
Angel One Limited
Sheela Foam Limited
TTK Prestige Limited
Apar Industries Limited
Hindustan Copper Limited
Central Depository Services (India) Limited
Godfrey Phillips India Limited
Shree Renuka Sugars Limited
City Union Bank Limited
JK Lakshmi Cement Limited
Anupam Rasayan India Limited
Mangalore Refinery and Petrochemicals Limited
The Great Eastern Shipping Company Limited
Poly Medicure Limited
NMDC Steel Limited
Bikaji Foods International Limited
Motilal Oswal Financial Services Limited
Aditya Birla Sun Life AMC Limited
CESC Limited
Tata Investment Corporation Limited
Allcargo Logistics Limited
Kalpataru Power Transmission Limited
PNB Housing Finance Limited
Housing & Urban Development Corporation Limited
ITI Limited
ROUTE MOBILE LIMITED
RITES Limited
Vardhman Textiles Limited
RBL Bank Limited
HFCL Limited
Karur Vysya Bank Limited
Cera Sanitaryware Limited
EID Parry India Limited
Ingersoll Rand (India) Limited
Galaxy Surfactants Limited
Piramal Pharma Limited
UTI Asset Management Company Limited
KRBL Limited
Raymond Limited
AstraZeneca Pharma India Limited
VIP Industries Limited
Archean Chemical Industries Limited
Balrampur Chini Mills Limited
Suzlon Energy Limited
Godrej Agrovet Limited
Gujarat Narmada Valley Fertilizers and Chemicals Limited
Eris Lifesciences Limited
Procter & Gamble Health Limited
Medplus Health Services Limited
Sapphire Foods India Limited
Data Patterns (India) Limited
Sundaram Clayton Limited
JBM Auto Limited
Easy Trip Planners Limited
CCL Products (India) Limited
Equitas Small Finance Bank Limited
Chalet Hotels Limited
Rainbow Childrens Medicare Limited
PNC Infratech Limited
Firstsource Solutions Limited
Ksb Limited
BIRLASOFT LIMITED
KNR Constructions Limited
Shoppers Stop Limited
Symphony Limited
Century Textiles & Industries Limited
Can Fin Homes Limited
Granules India Limited
Tanla Platforms Limited
Jyothy Labs Limited
Supreme Petrochem Limited
Deepak Fertilizers and Petrochemicals Corporation Limited
Craftsman Automation Limited
Birla Corporation Limited
BLS International Services Limited
Shyam Metalics and Energy Limited
NCC Limited
GMM Pfaudler Limited
Latent View Analytics Limited
Usha Martin Limited
Home First Finance Company India Limited
JK Paper Limited
Tamilnad Mercantile Bank Limited
Jindal Worldwide Limited
Metropolis Healthcare Limited
Saregama India Limited
NBCC (India) Limited
eClerx Services Limited
Balaji Amines Limited
Welspun India Limited
Praj Industries Limited
Cochin Shipyard Limited
Zensar Technologies Limited
Amber Enterprises India Limited
Lemon Tree Hotels Limited
Prince Pipes And Fittings Limited
Triveni Engineering & Industries Limited
Garware Technical Fibres Limited
Laxmi Organic Industries Limited
Sterlite Technologies Limited
CEAT Limited
BSE Limited
Sun Pharma Advanced Research Company Limited
Alok Industries Limited
Orient Electric Limited
The India Cements Limited
Jubilant Ingrevia Limited
Kirloskar Oil Engines Limited
TCI Express Limited
JM Financial Limited
Network18 Media & Investments Limited
Bombay Burmah Trading Corporation Limited
Swan Energy Limited
Gujarat Pipavav Port Limited
Kaynes Technology India Limited
VRL Logistics Limited
Intellect Design Arena Limited
Sterling and Wilson Renewable Energy Limited
Chemplast Sanmar Limited
Quess Corp Limited
Rolex Rings Limited
Mahindra Lifespace Developers Limited
Esab India Limited
Mahindra Holidays & Resorts India Limited
Go Fashion (India) Limited
Hinduja Global Solutions Limited
BOROSIL RENEWABLES LIMITED
Gujarat Ambuja Exports Limited
C.E. Info Systems Limited
Prism Johnson Limited
Keystone Realtors Limited
Ircon International Limited
Rashtriya Chemicals and Fertilizers Limited
Welspun Corp Limited
BEML Limited
Garden Reach Shipbuilders & Engineers Limited
EPL Limited
Minda Corporation Limited
Graphite India Limited
H.G. Infra Engineering Limited
Olectra Greentech Limited
Reliance Infrastructure Limited
Just Dial Limited
Rain Industries Limited
ION Exchange (India) Limited
Edelweiss Financial Services Limited
Ujjivan Small Finance Bank Limited
TV18 Broadcast Limited
Godawari Power And Ispat limited
Mtar Technologies Limited
Transport Corporation of India Limited
RattanIndia Enterprises Limited
VST Industries Limited
Safari Industries (India) Limited
Action Construction Equipment Limited
Maharashtra Scooters Limited
Delta Corp Limited
Glenmark Life Sciences Limited
GHCL Limited
Indigo Paints Limited
Maharashtra Seamless Limited
Suprajit Engineering Limited
Kfin Technologies Limited
Gujarat State Fertilizers & Chemicals Limited
The Jammu & Kashmir Bank Limited
Religare Enterprises Limited
Mastek Limited
SIS LIMITED
Jindal Saw Limited
Tega Industries Limited
Syrma SGS Technology Limited
Avanti Feeds Limited
Star Cement Limited
Indiabulls Housing Finance Limited
Ramkrishna Forgings Limited
Caplin Point Laboratories Limited
Vaibhav Global Limited
Restaurant Brands Asia Limited
Jubilant Pharmova Limited
Sharda Cropchem Limited
NIIT Limited
PCBL LIMITED
MAS Financial Services Limited
Shipping Corporation Of India Limited
PDS Limited
Gujarat Alkalies and Chemicals Limited
Elecon Engineering Company Limited
CMS Info Systems Limited
V-Mart Retail Limited
ICRA Limited
JSW Holdings Limited
FDC Limited
CSB Bank Limited
The Karnataka Bank Limited
MMTC Limited
Engineers India Limited
Sunteck Realty Limited
Privi Speciality Chemicals Limited
Paradeep Phosphates Limited
Sobha Limited
Fusion Micro Finance Limited
Gujarat Mineral Development Corporation Limited
Vijaya Diagnostic Centre Limited
Jamna Auto Industries Limited
Anant Raj Limited
Sansera Engineering Limited
Meghmani Finechem Limited
Ahluwalia Contracts (India) Limited
Bombay Super Hybrid Seeds Limited
Tata Coffee Limited
Teamlease Services Limited
JK Tyre & Industries Limited
Varroc Engineering Limited
Greenlam Industries Limited
Jaiprakash Power Ventures Limited
Infibeam Avenues Limited
Spandana Sphoorty Financial Limited
Himadri Speciality Chemical Limited
Bharat Rasayan Limited
Rajratan Global Wire Limited
La Opala RG Limited
Sarda Energy & Minerals Limited
Rallis India Limited
Borosil Limited
Rategain Travel Technologies Limited
Schneider Electric Infrastructure Limited
Reliance Power Limited
Arvind Fashions Limited
Tatva Chintan Pharma Chem Limited
Power Mech Projects Limited
Healthcare Global Enterprises Limited
Nesco Limited
HeidelbergCement India Limited
Techno Electric & Engineering Company Limited
Polyplex Corporation Limited
Surya Roshni Limited
Automotive Axles Limited
Jupiter Wagons Limited
National Fertilizers Limited
HEG Limited
Raj Rayon Industries Limited
Chennai Petroleum Corporation Limited
West Coast Paper Mills Limited
Lux Industries Limited
Hikal Limited
Mishra Dhatu Nigam Limited
HLE Glascoat Limited
Share India Securities Limited
NOCIL Limited
Nazara Technologies Limited
Bannari Amman Sugars Limited
Anand Rathi Wealth Limited
Prudent Corporate Advisory Services Limited
Gravita India Limited
Greenpanel Industries Limited
Vesuvius India Limited
DCB Bank Limited
Rossari Biotech Limited
Responsive Industries Limited
The Tinplate Company of India Limited
Kirloskar Brothers Limited
Railtel Corporation Of India Limited
Ami Organics Limited
Isgec Heavy Engineering Limited
Neogen Chemicals Limited
Marksans Pharma Limited
NAVA LIMITED
Newgen Software Technologies Limited
Mrs. Bectors Food Specialities Limited
Titagarh Wagons Limited
Aarti Drugs Limited
Ujjivan Financial Services Limited
Gateway Distriparks Limited
Sula Vineyards Limited
LT Foods Limited
The South Indian Bank Limited
GE T&D India Limited
Harsha Engineers International Limited
PG Electroplast Limited
R Systems International Limited
Indoco Remedies Limited
Mold-Tek Packaging Limited
IFB Industries Limited
Shivalik Bimetal Controls Limited
Brightcom Group Limited
Greaves Cotton Limited
MOIL Limited
Tata Steel Long Products Limited
Tarsons Products Limited
Shanthi Gears Limited
Choice International Limited
Technocraft Industries (India) Limited
Dhanuka Agritech Limited
Johnson Controls - Hitachi Air Conditioning India Limited
Dodla Dairy Limited
Dalmia Bharat Sugar and Industries Limited
Voltamp Transformers Limited
Astec LifeSciences Limited
Sudarshan Chemical Industries Limited
Kaveri Seed Company Limited
Sunflag Iron And Steel Company Limited
Indiabulls Real Estate Limited
Thomas Cook  (India)  Limited
HBL Power Systems Limited
Inox Wind Limited
Nilkamal Limited
Zen Technologies Limited
TCNS Clothing Co. Limited
Advanced Enzyme Technologies Limited
Strides Pharma Science Limited
Fineotex Chemical Limited
Kewal Kiran Clothing Limited
Hindware Home Innovation Limited
Mahindra Logistics Limited
Electronics Mart India Limited
Jtekt India Limited
Man Infraconstruction Limited
India Tourism Development Corporation Limited
Apcotex Industries Limited
Pricol Limited
PTC India Limited
Aarti Pharmalabs Limited
Madhya Bharat Agro Products Limited
Sagar Cements Limited
TD Power Systems Limited
Jai Corp Limited
Dilip Buildcon Limited
Barbeque Nation Hospitality Limited
Uniparts India Limited
UFLEX Limited
Wonderla Holidays Limited
PSP Projects Limited
Kirloskar Industries Limited
India Pesticides Limited
Dish TV India Limited
Tata Metaliks Limited
Paisalo Digital Limited
Prime Focus Limited
Hemisphere Properties India Limited
LG Balakrishnan & Bros Limited
Maithan Alloys Limited
Steel Strips Wheels Limited
Neuland Laboratories Limited
Hathway Cable & Datacom Limited
Thyrocare Technologies Limited
Orient Cement Limited
Dreamfolks Services Limited
Ethos Limited
Globus Spirits Limited
Ganesh Housing Corporation Limited
Arvind Limited
Indo Count Industries Limited
Shriram Pistons & Rings Limited
Wockhardt Limited
D B Realty Limited
ISMT Limited
Jindal Poly Films Limited
VA Tech Wabag Limited
Bajaj Consumer Care Limited
Genus Power Infrastructures Limited
Butterfly Gandhimathi Appliances Limited
Navneet Education Limited
Gokaldas Exports Limited
Apollo Pipes Limited
Landmark Cars Limited
IFCI Limited
Agro Tech Foods Limited
Eveready Industries India Limited
AGI Greenpac Limited
Tilaknagar Industries Limited
Ashoka Buildcon Limited
Somany Ceramics Limited
Hindustan Construction Company Limited
Jain Irrigation Systems Limited
Vindhya Telelinks Limited
Fiem Industries Limited
Tasty Bite Eatables Limited
Jayaswal Neco Industries Limited
Honda India Power Products Limited
Unichem Laboratories Limited
Mukand Limited
Cigniti Technologies Limited
MM Forgings Limited
Venky's (India) Limited
Ramky Infrastructure Limited
Divgi Torqtransfer Systems Limited
Camlin Fine Sciences Limited
Shilpa Medicare Limited
Gulf Oil Lubricants India Limited
Meghmani Organics Limited
Dollar Industries Limited
V.S.T Tillers Tractors Limited
Subros Limited
Dishman Carbogen Amcis Limited
Gabriel India Limited
Max Ventures and Industries Limited
Siyaram Silk Mills Limited
TVS Srichakra Limited
Astra Microwave Products Limited
J.Kumar Infraprojects Limited
Jagran Prakashan Limited
Electrosteel Castings Limited
CARE Ratings Limited
India Glycols Limited
Balmer Lawrie & Company Limited
Kolte - Patil Developers Limited
Imagicaaworld Entertainment Limited
Welspun Enterprises Limited
TIPS Industries Limited
Swaraj Engines Limited
Mayur Uniquoters Ltd
Ganesha Ecosphere Limited
Paras Defence and Space Technologies Limited
Lumax Auto Technologies Limited
Accelya Solutions India Limited
Kesoram Industries Limited
Cartrade Tech Limited
MPS Limited
Sequent Scientific Limited
HIL Limited
Gufic Biosciences Limited
ITD Cementation India Limited
Pilani Investment and Industries Corporation Limited
Mstc Limited
Lloyds Steels Industries Limited
Panama Petrochem Limited
Optiemus Infracom Limited
Sirca Paints India Limited
Thirumalai Chemicals Limited
Dynamatic Technologies Limited
Sundaram Finance Holdings Limited
Time Technoplast Limited
D.B.Corp Limited
Ashiana Housing Limited
Confidence Petroleum India Limited
Prataap Snacks Limited
Nucleus Software Exports Limited
Greenply Industries Limited
Jaiprakash Associates Limited
Wendt (India) Limited
Fino Payments Bank Limited
Federal-Mogul Goetze (India) Limited.
Sanghi Industries Limited
Vakrangee Limited
GNA Axles Limited
Amrutanjan Health Care Limited
eMudhra Limited
Datamatics Global Services Limited
Sharda Motor Industries Limited
IOL Chemicals and Pharmaceuticals Limited
Lumax Industries Limited
Bajaj Hindusthan Sugar Limited
Stylam Industries Limited
ANDHRA PAPER LIMITED
Savita Oil Technologies Limited
ADF Foods Limited
Vidhi Specialty Food Ingredients Limited
Kabra Extrusion Technik Limited
Bhansali Engineering Polymers Limited
Rupa & Company Limited
NACL Industries Limited
Vardhman Special Steels Limited
Vishnu Chemicals Limited
Dwarikesh Sugar Industries Limited
Dhani Services Limited
Banco Products (I) Limited
Kingfa Science & Technology (India) Limited
Subex Limited
Hindustan Oil Exploration Company Limited
RattanIndia Power Limited
Vadilal Industries Limited
Black Box Limited
Orchid Pharma Limited
Puravankara Limited
COSMO FIRST LIMITED
Indian Metals & Ferro Alloys Limited
Supriya Lifescience Limited
Saksoft Limited
IIFL Securities Limited
Sanghvi Movers Limited
Gokul Agro Resources Limited
Alembic Limited
Venus Pipes & Tubes Limited
Seamec Limited
Tamil Nadu Newsprint & Papers Limited
KPI Green Energy Limited
BF Investment Limited
Seshasayee Paper and Boards Limited
Dhampur Sugar Mills Limited
The Andhra Sugars Limited
Kiri Industries Limited
TTK Healthcare Limited
CARYSIL LIMITED
GOCL Corporation Limited
JSW Ispat Special Products Limited
Sterling Tools Limited
Shalby Limited
Tide Water Oil Company (India) Limited
Krsnaa Diagnostics Limited
Krishana Phoschem Limited
Huhtamaki India Limited
Bharat Bijlee Limited
SEPC Limited
The Orissa Minerals Development Company Limited
Filatex India Limited
Thejo Engineering Limited
Aptech Limited
Oriental Hotels Limited
DCX Systems Limited
Foseco India Limited
Goldiam International Limited
Shankara Building Products Limited
Insecticides (India) Limited
Thangamayil Jewellery Limited
S H Kelkar and Company Limited
Texmaco Rail & Engineering Limited
Cantabil Retail India Limited
Gallantt Ispat Limited
Heritage Foods Limited
KCP Limited
Morepen Laboratories Limited
GATI Limited
Rama Steel Tubes Limited
Hester Biosciences Limited
NRB Bearing Limited
IndoStar Capital Finance Limited
Monte Carlo Fashions Limited
Kalyani Steels Limited
KDDL Limited
TCPL Packaging Limited
Marathon Nextgen Realty Limited
Arvind SmartSpaces Limited
DCW Limited
Den Networks Limited
STEEL EXCHANGE INDIA LIMITED
EIH Associated Hotels Limited
IG Petrochemicals Limited
Nitin Spinners Limited
Expleo Solutions Limited
Veranda Learning Solutions Limited
Salasar Techno Engineering Limited
Styrenix Performance Materials Limited
Ador Welding Limited
Bhagiradha Chemicals & Industries Limited
PC Jeweller Limited
Genesys International Corporation Limited
Stove Kraft Limited
Rane Holdings Limited
New Delhi Television Limited
Xpro India Limited
Manorama Industries Limited
Garware Hi-Tech Films Limited
Hariom Pipe Industries Limited
Sandhar Technologies Limited
AVT Natural Products Limited
Inox Wind Energy Limited
S.J.S. Enterprises Limited
Everest Industries Limited
Fairchem Organics Limited
Sasken Technologies Limited
Oriental Aromatics Limited
NELCO Limited
Reliance Industrial Infrastructure Limited
Solara Active Pharma Sciences Limited
Taj GVK Hotels & Resorts Limited
Bombay Dyeing & Mfg Company Limited
Mangalore Chemicals & Fertilizers Limited
Goodluck India Limited
RPG Life Sciences Limited
Patel Engineering Limited
Southern Petrochemicals Industries Corporation  Limited
Inox Green Energy Services Limited
Gujarat Industries Power Company Limited
Universal Cables Limited
Nalwa Sons Investments Limited
HMT Limited
Matrimony.Com Limited
Mahanagar Telephone Nigam Limited
Som Distilleries & Breweries Limited
Valiant Organics Limited
Arman Financial Services Limited
Repco Home Finance Limited
Heranba Industries Limited
BF Utilities Limited
Precision Wires India Limited
Axita Cotton Limited
GRM Overseas Limited
GTPL Hathway Limited
Igarashi Motors India Limited
InfoBeans Technologies Limited
Alicon Castalloy Limited
Themis Medicare Limited
TV Today Network Limited
Wheels India Limited
RPSG VENTURES LIMITED
Ramco Industries Limited
SML Isuzu Limited
Abans Holdings Limited
Uniphos Enterprises Limited
Satin Creditcare Network Limited
Kuantum Papers Limited
Ganesh Benzoplast Limited
Suven Life Sciences Limited
Satia Industries Limited
Gulshan Polyols Limited
The Ugar Sugar Works Limited
Manali Petrochemicals Limited
Pix Transmissions Limited
Shriram Properties Limited
Radiant Cash Management Services Limited
PNB Gilts Limited
Indo Rama Synthetics (India) Limited
Ashapura Minechem Limited
Ugro Capital Limited
AXISCADES Technologies Limited
Hi-Tech Pipes Limited
Punjab Chemicals & Crop Protection Limited
Suryoday Small Finance Bank Limited
Everest Kanto Cylinder Limited
Jash Engineering Limited
DPSC Limited
TARC Limited
Bharat Wire Ropes Limited
Excel Industries Limited
Speciality Restaurants Limited
The Anup Engineering Limited
Skipper Limited
Ajmera Realty & Infra India Limited
Shalimar Paints Limited
GM Breweries Limited
Sangam (India) Limited
Shivalik Rasayan Limited
GMR Power and Urban Infra Limited
Pennar Industries Limited
Geojit Financial Services Limited
Bcl Industries Limited
Dhampur Bio Organics Limited
Shaily Engineering Plastics Limited
Likhitha Infrastructure Limited
Madras Fertilizers Limited
Steelcast Limited
M K Proteins Limited
Rossell India Limited
Kitex Garments Limited
Prakash Industries Limited
Artemis Medicare Services Limited
Rico Auto Industries Limited
Omaxe Limited
Centum Electronics Limited
Roto Pumps Limited
Precision Camshafts Limited
Bigbloc Construction Limited
Shree Digvijay Cement Co.Ltd
Chaman Lal Setia Exports Limited
GTL Infrastructure Limited
Pearl Global Industries Limited
Uttam Sugar Mills Limited
Avadh Sugar & Energy Limited
Pitti Engineering Limited
5Paisa Capital Limited
Nahar Spinning Mills Limited
Spacenet Enterprises India Limited
Sportking India Limited
Deep Industries Limited
Parag Milk Foods Limited
Agarwal Industrial Corporation Limited
Control Print Limited
Bajaj Healthcare Limited
Kamdhenu Limited
Chemcon Speciality Chemicals Limited
GIC Housing Finance Limited
Medicamen Biotech Limited
D-Link (India) Limited
Arihant Superstructures Limited
Vardhman Holdings Limited
PTC India Financial Services Limited
Hexa Tradex Limited
Rachana Infrastructure Limited
Capacit'e Infraprojects Limited
S. P. Apparels Limited
NCL Industries Limited
63 moons technologies limited
Navkar Corporation Limited
Orient Paper & Industries Limited
Dredging Corporation of India Limited
Ambika Cotton Mills Limited
Centrum Capital Limited
Linc Limited
Renaissance Global Limited
S Chand And Company Limited
Nelcast Limited
Faze Three Limited
Kalyani Investment Company Limited
Dhunseri Ventures Limited
Jagsonpal Pharmaceuticals Limited
Pokarna Limited
IFGL Refractories Limited
Transformers And Rectifiers (India) Limited
Century Enka Limited
SMC Global Securities Limited
Royal Orchid Hotels Limited
India Nippon Electricals Limited
Shakti Pumps (India) Limited
NGL Fine-Chem Limited
India Motor Parts and Accessories Limited
Bliss GVS Pharma Limited
Allsec Technologies Limited
Orient Bell Limited
Mangalam Cement Limited
The Sandesh Limited
Bodal Chemicals Limited
Ester Industries Limited
Zota Health Care LImited
RSWM Limited
Indraprastha Medical Corporation Limited
Quick Heal Technologies Limited
Sree Rayalaseema Hi-Strength Hypo Limited
Aurionpro Solutions Limited
Global Surfaces Limited
Sastasundar Ventures Limited
Manaksia Limited
Antony Waste Handling Cell Limited
B. L. Kashyap and Sons Limited
Ram Ratna Wires Limited
Jindal Drilling And Industries Limited
Vimta Labs Limited
Varanium Cloud Limited
D. P. Abhushan Limited
Mold-Tek Technologies Limited
Atul Auto Limited
Kokuyo Camlin Limited
Sigachi Industries Limited
Himatsingka Seide Limited
Lincoln Pharmaceuticals Limited
Orient Green Power Company Limited
Emami Paper Mills Limited
Sat Industries Limited
Ramco Systems Limited
HP Adhesives Limited
Oriental Carbon & Chemicals Limited
Focus Lighting and Fixtures Limited
GE Power India Limited
Sutlej Textiles and Industries Limited
Panacea Biotec Limited
Jai Balaji Industries Limited
Rane (Madras) Limited
Jet Airways (India) Limited
Tracxn Technologies Limited
Khaitan Chemicals & Fertilizers Limited
Tamilnadu PetroProducts Limited
Onward Technologies Limited
Tourism Finance Corporation of India Limited
OnMobile Global Limited
Innovana Thinklabs Limited
Gandhi Special Tubes Limited
Texmaco Infrastructure & Holdings Limited
Medico Remedies Limited
TVS Electronics Limited
Heubach Colorants India Limited
Vinyl Chemicals (India) Limited
Paramount Communications Limited
Foods & Inns Limited
HLV LIMITED
Coffee Day Enterprises Limited
Beta Drugs Limited
Apex Frozen Foods Limited
Yuken India Limited
Elin Electronics Limited
Monarch Networth Capital Limited
DMCC SPECIALITY CHEMICALS LIMITED
Cheviot Company Limited
